cliente_0 2.0082171286216175
cliente_1 2.2223921745843325
cliente_2 3.2025888210626325
cliente_3 5.683794061104072
cliente_4 10.473933293383572
cliente_5 10.541405629348658
cliente_6 11.239500847995263
cliente_7 11.527290165931182
cliente_8 11.850947337493594
cliente_9 11.995008634664611
cliente_10 12.270672501596293
cliente_11 13.431386659584113
cliente_12 14.65415088854256
cliente_13 15.103742550908507
cliente_14 18.84296522486462
cliente_15 18.958524531269305
cliente_16 19.088080616515274
cliente_17 19.553658586370496
cliente_18 19.555325972981237
cliente_19 20.26793392878192
cliente_20 20.5313065564479
cliente_21 22.139649312412644
cliente_22 22.375261802125653
cliente_23 23.631475210135182
cliente_24 24.380904457977582
cliente_25 25.83428512455647
cliente_26 26.161786237020397
cliente_27 26.336733343064466
cliente_28 27.260758543360357
cliente_29 28.22135931017821
cliente_30 29.303949935148886
cliente_31 29.388914675799896
cliente_32 30.539183907767626
cliente_33 30.71110103263583
cliente_34 31.668874143424254
cliente_35 32.9862078356283
cliente_36 37.412427278821426
cliente_37 38.616617135458796
cliente_38 39.471005415954025
cliente_39 40.98866911816412
cliente_40 41.22230012551707
cliente_41 42.410769517323956
cliente_42 45.24452741098791
cliente_43 48.45149395737085
cliente_44 48.67510192458573
cliente_45 48.9110249956528
cliente_46 50.576826555650584
cliente_47 51.72983790270878
cliente_48 53.01708335650244
cliente_49 53.1351054491837
cliente_50 54.30702320558977
cliente_51 54.713915343231655
cliente_52 55.42409860282849
cliente_53 55.71710862605025
cliente_54 55.83739494347889
cliente_55 56.45573481969423
cliente_56 56.72830191538812
cliente_57 57.07682693425093
cliente_58 58.466383961522254
cliente_59 63.001040394465754
cliente_60 63.35835780424615
cliente_61 64.39260884388933
cliente_62 67.46357591494073
cliente_63 69.27554904029489
cliente_64 72.82903292313276
cliente_65 75.49628995690253
cliente_66 75.98435840628439
cliente_67 76.37616371813796
cliente_68 76.63234691776351
cliente_69 77.47040054015164
cliente_70 79.50402192955227
cliente_71 79.94258544169669
cliente_72 80.70362420301669
cliente_73 82.28852963090353
cliente_74 82.56170823839066
cliente_75 85.26992949496989
cliente_76 88.02272435168338
cliente_77 89.25991393434666
cliente_78 92.03697233270928
cliente_79 92.19051610418532
cliente_80 92.63530481381396
cliente_81 93.31263325472048
cliente_82 93.49675866342882
cliente_83 93.75425277802168
cliente_84 94.29586152114024
cliente_85 94.46935009538744
cliente_86 96.05554322088109
cliente_87 98.53287619208933
cliente_88 98.66609185509893
cliente_89 100.17053773515659
cliente_90 101.4964616191104
cliente_91 102.35958732011859
cliente_92 103.36349647403216
cliente_93 103.50650915283973
cliente_94 103.93244539768524
cliente_95 104.20313324023061
cliente_96 105.49152148813319
cliente_97 105.99971329861705
cliente_98 106.45149652977744
cliente_99 108.46453237775619
cliente_100 111.08516702207618
cliente_101 111.50970207628673
cliente_102 111.58779008998829
cliente_103 112.97850363203607
cliente_104 113.15427617765573
cliente_105 113.28828348046649
cliente_106 116.57154501364413
